instance,process,step_scale,time,value,eta,zeta,constraint satisfaction,constraint coeff
sanr400_0.7,tuning,2,1.83003,-21.0,0.05,0.0,True,1
sanr400_0.7,tuned,2,3.62229,-21.0,0.05,0.0,True,1
sanr400_0.7,tuning,2,1.8252,-21.0,0.05,0.0,True,1
sanr400_0.7,tuned,5,3.8573,-21.0,0.05,0.0,True,1
sanr400_0.7,tuning,2,1.86507,-21.0,0.05,0.0,True,1
sanr400_0.7,tuned,10,4.16698,-21.0,0.05,0.0,True,1
sanr400_0.7,tuning,2,1.96846,-21.0,0.05,0.0,True,1
sanr400_0.7,tuned,20,4.92859,-21.0,0.05,0.0,True,1
sanr400_0.7,tuning,2,1.98945,-21.0,0.05,0.0,True,1
sanr400_0.7,tuned,50,6.74994,-21.0,0.05,0.0,True,1
